result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,,,
350066,"15 kilometres (Classical), Men",2014 Winter Olympics,58,Cross Country Skiing,/editions/58/sports/CCS,14 February 2014 — 14:00,"Kompleks Dlya Sorevnovaniy Po Lyzhnym Gonkam i Biatlonu Laura, Mountain Cluster, Krasnaya Polyana",91 from 45 countries,na,"Course Length: 14,931 mHeight Differential: 90 mIntermediate 1: 2.2 kmIntermediate 2: 8.0 kmIntermediate 3: 12.5 kmMaximum Climb: 56 mTotal Climbing: 544 m",,,
63488,"Long Jump, Men",1988 Summer Olympics,22,Athletics,/editions/22/sports/ATH,25 – 26 September 1988,"Ol-lim-pik Ju-gyeong-gi-jang, Seoul Sports Complex, Seoul",41 from 31 countries,na,na,,,
59427,"Shot Put, Men",1956 Summer Olympics,14,Athletics,/editions/14/sports/ATH,28 November 1956,"Melbourne Cricket Ground, Melbourne, Victoria",14 from 10 countries,na,na,,,
354122,"Lightweight Double Sculls, Women",2016 Summer Olympics,59,Rowing,/editions/59/sports/ROW,8 – 12 August 2016,"Estádio da Lagoa, Lagoa Rodrigo de Freitas, Rio de Janeiro",40 from 20 countries,na,na,,,
157617,"Eights, Men",1912 Summer Olympics,6,Rowing,/editions/6/sports/ROW,17 – 19 July 1912,"Djurgårdsbrunnsviken, Stockholm",99 from 8 countries,"2,000 metres",na,,,
61738,"High Jump, Men",1976 Summer Olympics,19,Athletics,/editions/19/sports/ATH,30 – 31 July 1976,"Stade olympique, Parc olympique, Montréal, Québec",37 from 23 countries,na,na,,,
302001,"10,000 metres, Men",2012 Summer Olympics,54,Athletics,/editions/54/sports/ATH, 4 August 2012 — 21:15,"Olympic Stadium, Olympic Park, Stratford, London",29 from 18 countries,Final only.,na,,,
1937,"30 kilometres, Men",1964 Winter Olympics,37,Cross Country Skiing,/editions/37/sports/CCS,30 January 1964 — 8:30,"Langlaufstadion, Seefeld",69 from 23 countries,na,Course Length: ?Height Differential: 245 mIntermediate 1: 10.0 kmIntermediate 2: 20.0 kmMaximum Climb: 72 mTotal Climbing: 964 m,,,
44578,"Singles, Men",1920 Summer Olympics,7,Tennis,/editions/7/sports/TEN,16 – 23 August 1920,"Royal Beerschot Tennis & Hockey Club, Antwerpen",41 from 14 countries,Single-elimination tournament.,na,,,
24256,"Welterweight (≤67 kilograms), Men",1972 Summer Olympics,18,Boxing,/editions/18/sports/BOX,28 August – 10 September 1972,"Boxhalle, Olympiapark, München",37 from 37 countries,Single elimination tournament.,na,,,
6213,"100 metres Backstroke, Men",1972 Summer Olympics,18,Swimming,/editions/18/sports/SWM,28 – 29 August 1972,"Schwimmhalle, Olympiapark, München",39 from 26 countries,na,na,,,
158831,"Coxless Fours, Men",1980 Summer Olympics,20,Rowing,/editions/20/sports/ROW,20 – 27 July 1980,"Grebnoy kanal, Sportivny komplex Krylatskoye, Moskva",44 from 11 countries,na,na,,,
925155,"National Team Sprint, Professionals (Grand Prix Régional), Men",1900 Summer Olympics,2,Cycling Track,/editions/2/sports/CTR,10 September 1900,"Vélodrome Municipal de Vincennes, Paris",23 from 1 countries,na,na,,,
120028,"Featherweight, Freestyle (≤135 pounds), Men",1904 Summer Olympics,3,Wrestling,/editions/3/sports/WRE,14 – 15 October 1904,"Francis Field, Washington University, St. Louis",9 from 1 countries,Single-elimination tournament,na,,,
32430,"Basketball, Men",1976 Summer Olympics,19,Basketball,/editions/19/sports/BKB,18 – 27 July 1976,"Centre Étienne Desmarteau, Montréal, Québec / Le Forum de Montréal, Montréal, Québec",141 from 12 countries,Round-robin pools advance teams to classification matches.,na,,,
185418,"Team, Open",1992 Summer Olympics,23,Equestrian Dressage,/editions/23/sports/EDR, 2 August 1992 — 8:00,"Real Club de Polo, Barcelona",41 from 11 countries,Four rider teams.  Top three scores count towards team total.,na,,,
51828,"Rapid-Fire Pistol, 25 metres, Men",1992 Summer Olympics,23,Shooting,/editions/23/sports/SHO,29 – 30 July 1992 — 9:00,"Campo de Tiro Olímpico de Mollet, Mollet del Vallès",30 from 23 countries,"Top eight advanced to elimination round of 20 shots, 200 possible. Top four advance to the final of 10 shots.",na,,,
255240,"Kayak Doubles, 1,000 metres, Men",1964 Summer Olympics,16,Canoe Sprint,/editions/16/sports/CSP,20 – 22 October 1964,"Sagami-ko, Sagamihara, Kanagawa",28 from 14 countries,na,na,,,
123832,"Lightweight, Freestyle (≤67 kilograms), Men",1956 Summer Olympics,14,Wrestling,/editions/14/sports/WRE,28 November –  1 December 1956,"Royal Exhibition Building, Melbourne, Victoria",19 from 19 countries,"Elimination by bad points.  Win by fall = 0 points; win by decision = 1 point; loss by 2-1 decision = 2 points; loss by 3-0 decision = 3 points; loss by fall = 3 points.  Three judges gave decisions, thus all decisions were either 2-1 or 3-0.  Five bad points eliminated a wrestler.",na,,,
19002056,"Middle-Heavyweight (≤96 kilograms), Men",2020 Summer Olympics,61,Weightlifting,/editions/61/sports/WLF,31 July 2021,"Tokyo International Forum, Yūrakuchō Business District (Marunouchi District), Tokyo, Japan",15 from 15 countries,Total of best lifts in snatch and clean & jerk determined placement.  Ties broken by lightest bodyweight.,na,,,
9564,"Three Person Keelboat (Dragon), Open",1952 Summer Olympics,13,Sailing,/editions/13/sports/SAL,20 – 28 July 1952,"Harmaja, Helsinki",51 from 17 countries,Points awarded for placement in each race.  Best six of seven scores to count for final placement.,na,,,
59203,"Long Jump, Women",1952 Summer Olympics,13,Athletics,/editions/13/sports/ATH,23 July 1952,"Helsingin Olympiastadion, Helsinki",34 from 22 countries,na,na,,,
159716,"Single Sculls, Men",2004 Summer Olympics,26,Rowing,/editions/26/sports/ROW,14 – 21 August 2004,"Olympiako Kopelatodramio Skhoinia, Schinias National Park",29 from 29 countries,na,na,,,
925843,"High Jump - Olympic Irish Sports, Men",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH,20 July 1904,"Francis Field, Washington University, St. Louis",3 from 1 countries,na,na,,,
34783,"Handball, Women",1988 Summer Olympics,22,Handball,/editions/22/sports/HBL,21 – 29 September 1988,"Su-won Sil-nae Che-yuk-gwan, Suwon",111 from 8 countries,Round-robin pools advance teams to classification matches.,na,,,
33814,"Football, Men",1968 Summer Olympics,17,Football,/editions/17/sports/FBL,13 – 26 October 1968,"Estadio Azteca, Ciudad de México / Estadio Jalisco, Guadalajara / Estadio Cuauhtémoc, Puebla / Estadio León, León",273 from 16 countries,Round-robin pools advance teams to single-elimination tournament of eight teams.,na,,,
2224,"Individual, Men",1960 Winter Olympics,36,Nordic Combined,/editions/36/sports/NCB,21 – 22 February 1960,"Olympic Jumping Hill, Squaw Valley, California / McKinney Creek Stadium, Tahoma, California",33 from 13 countries,Normal hill ski jumping and 15 kilometres skiing, placements determined by points table.,"Defending Olympic Champion Sverre Stenersen had shown consistency after 1956, taking the silver medal at the 1958 World Championships and winning at Holmenkollen in 1959. His teammate, Tormod Knutsen, younger by five years but the National Champion in 1959-60 and winner at Holmenkollen in 1958, was considered as Norway’s gold favorite for the 1960 Olympics. Finland’s 1958 World Champion, Paavo Korhonen, was an excellent cross-country skier, but his jumping was very variable and he was depending on two good jumps to be able to fight for the medals.
The Nordic Combination started with the ski jumping event as in the last two Winter Olympic Games. Georg Thoma, a 22-year-old from Hinterzarten in West Germany, won the jumping event ahead of Soviet Union’s Dmitry Kochkin and the Japanese Yosuke Eto, but all three were considered too weak in the cross-country event to contend for the gold medal. Thoma had recently won the West-German championships in ski jumping. Tormod Knutsen, lying fourth after the jumping event, was considered as the main favorite for the gold. World Champion Paavo Korhonen, placing only a modest 24th, seemed out of contention.
The cross-country race on the next day produced some surprising results. George Thoma skied well and produced the fourth fastest time of the day, holding off Tormod Knutsen and won the gold medal with a clear margin over his Norwegian opponent. Nikolay Gusakov of the Soviet Union, a 25-year old Karelian married to 10 km Olympic Champion Mariya Gusakova, was the fastest skier of the day and advanced from tenth place in the jumping event into bronze medal position. Pekka Ristola from Finland placed sixth in both events and advanced to fourth place, ahead of Kochkin, who produced a decent cross-country race but could not defend his silver position from the jumping event.
Georg Thoma, after his breakthrough at the 1960 Olympics, emerged as one of the greatest all-time athletes in Nordic Combined. He won the Holmenkollen event in 1963, 1964 and 1965, and crowned his skiing career as World Champion in the same arena in 1966. He won another Olympic medal by placing third at the 1964 Games in Innsbruck.
",,
306000,"Beach Volleyball, Women",2012 Summer Olympics,54,Beach Volleyball,/editions/54/sports/VBV,28 July –  8 August 2012,"Horse Guards Parade, Centre Court, London",48 from 17 countries,Top 16 teams from round-robin pools advanced to the single-elimination tournament.,na,,,
10991,"Two Person Keelboat (Star), Men",2004 Summer Olympics,26,Sailing,/editions/26/sports/SAL,21 – 28 August 2004,"Olympiako Kentro Istioploias Agiou Kosma, Athina",34 from 17 countries,Points awarded for placement in each race.  Best ten of eleven scores to count for final placement.,na,,,
19020142,"Halfpipe, Women",2022 Winter Olympics,62,Freestyle Skiing,/editions/62/sports/FRS,17 – 18 February 2022,"Genting Snow Park, Chongli District, Zhangjiakou City, Hebei Province",20 from 10 countries,na,Course Name: Secret Garden Olympic HalfpipeGradient: 18°Length: 220 mVertical Inclination: 82°Wall Height: 7.2 mWall-to-Wall Width: 22 m,,,
258809,"Canadian Doubles, 1,000 metres, Men",2008 Summer Olympics,53,Canoe Sprint,/editions/53/sports/CSP,18 – 22 August 2008,"Shunyi Aolinpike Shuishang Gongyuan, Mapo, Shunyi",26 from 13 countries,na,na,,,
9000229,"4 × 6 kilometres Relay, Women",2018 Winter Olympics,60,Biathlon,/editions/60/sports/BTH,22 February 2018 — 20:15,"Alpensia Biathlon Centre, Alpensia Resort, Mountain Cluster, Daegwallyeong",72 from 18 countries,"Eight shots for each group of five targets. Penalty loop (150 metres) skied for each missed target, with three extra shots allowed to obtain 5 target hits.","Course Length: 5,928 mHeight Differential: 36 mMaximum Climb: 40 mShooting 1: Prone at 1.864 km, 50 m rangeShooting 2: Standing at 3.993 km, 50 m rangeTotal Climbing: 156 m",,,
1515,"20 kilometres, Men",1960 Winter Olympics,36,Biathlon,/editions/36/sports/BTH,21 February 1960,"McKinney Creek Stadium, Tahoma, California",30 from 9 countries,Two-minute penalty for each missed target.,"Course Length: ?Height Differential: ?Maximum Climb: ?Shooting 1: ? at 6.5 km, 200 m rangeShooting 2: ? at 9.5 km, 250 m rangeShooting 3: ? at 12.5 km, 150 m rangeShooting 4: ? at 15 km, 100 m rangeTotal Climbing: ?",,,
1510,"Combined, Women",2006 Winter Olympics,49,Alpine Skiing,/editions/49/sports/ALP,17 – 18 February 2006,Sestriere Colle / San Sicario Fraìteve,43 from 20 countries,"One downhill run and two slalom runs, total time determined placement.",Gates: 32Length: 2331 mStart Altitude: 2286 mVertical Drop: 548 m,,,
37610,"Volleyball, Women",1996 Summer Olympics,24,Volleyball,/editions/24/sports/VVO,20 July –  3 August 1996,"The Omni Coliseum, Atlanta, Georgia",134 from 12 countries,Round-robin pools advanced teams to classification matches.,na,,,
57409,"110 metres Hurdles, Men",1924 Summer Olympics,8,Athletics,/editions/8/sports/ATH,8 –  9 July 1924,"Stade Olympique de Colombes, Colombes",31 from 17 countries,na,na,,,
925108,"Jeu lyonnais, Quartets, Men",1900 Summer Olympics,2,Boules,/editions/2/sports/BOU,15 – 16 August 1900,"Boulodrome de Saint-Mandé, Parc de Vincennes, Paris",8 from 1 countries,na,na,,,
925874,"220 yards - Western AAU Championship, Men",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH,30 July 1904,"Francis Field, Washington University, St. Louis",3 from 1 countries,na,na,,,
24299,"Light-Middleweight (≤71 kilograms), Men",1972 Summer Olympics,18,Boxing,/editions/18/sports/BOX,28 August – 10 September 1972,"Boxhalle, Olympiapark, München",34 from 34 countries,Single elimination tournament.,na,,,
22769,"Flyweight (≤51 kilograms), Men",1956 Summer Olympics,14,Boxing,/editions/14/sports/BOX,23 November –  1 December 1956,"West Melbourne Stadium, Melbourne, Victoria",19 from 19 countries,Single elimination tournament.,na,,,
56488,"Shot Put, Men",1908 Summer Olympics,5,Athletics,/editions/5/sports/ATH,16 July 1908 — 14:30,"White City Stadium, London",25 from 8 countries,na,na,,,
19019630,"10 kilometres Sprint, Men",2022 Winter Olympics,62,Biathlon,/editions/62/sports/BTH,12 February 2022 — 17:00,"Zhangjiakou Nordic Centre and Biathlon Centre, Chongli District, Zhangjiakou City, Hebei Province",94 from 28 countries,Penalty loop (150 metres) skied for each missed target.,na,,,
19020108,"Moguls, Women",2022 Winter Olympics,62,Freestyle Skiing,/editions/62/sports/FRS,3 –  6 February 2022,"Genting Snow Park, Chongli District, Zhangjiakou City, Hebei Province",29 from 11 countries,na,Course Name: Secret Garden Olympic Moguls CourseGate Width: 11.5 mGradient: 28°Length: 250 mPace Time: 28.4Width: 19.0 m,,,
19020056,"Aerials, Men",2022 Winter Olympics,62,Freestyle Skiing,/editions/62/sports/FRS,15 – 16 February 2022,"Genting Snow Park, Chongli District, Zhangjiakou City, Hebei Province",24 from 9 countries,na,Course Name: Secret Garden Olympic Aerials CourseIn-Run Distance / Gradient: 72.0 m / 27°Kicker 2 Distance / Height / Gradient: 6.50 m / 3.40 m / 66°Kicker 3 Distance / Height / Gradient: 6.50 m / 3.40 m / 66°Kicker 4 Distance / Height / Gradient: 8.00 m / 4.10 m / 71°Kicker 5 Distance / Height / Gradient: 8.00 m / 4.10 m / 71°Landing Distance / Gradient: 30.0 m / 37°Table: 19.0 m,,,
302391,"1,500 metres, Women",2012 Summer Olympics,54,Athletics,/editions/54/sports/ATH,6 – 10 August 2012,"Olympic Stadium, Olympic Park, Stratford, London",45 from 25 countries,na,na,,,
127843,"Lightweight, Greco-Roman (≤68 kilograms), Men",1976 Summer Olympics,19,Wrestling,/editions/19/sports/WRE,20 – 24 July 1976,"Centre Pierre-Charbonneau, Parc olympique, Montréal, Québec",21 from 21 countries,"Scoring by negative points, with negative points given for any result short of a fall.  Accumulation of 6 negative points eliminated the wrestler.",na,,,
70644,"Team All-Around, Men",1992 Summer Olympics,23,Artistic Gymnastics,/editions/23/sports/GAR,29 July 1992,"Palau Sant Jordi, Barcelona",72 from 12 countries,Six-person teams.  Each gymnast to perform a compulsory and an optional exercise on all six apparatuses.  Top five scores per team on each of the 12 exercises count towards the team score.,na,,,
26163,"Bantamweight (≤54 kilograms), Men",1992 Summer Olympics,23,Boxing,/editions/23/sports/BOX,28 July –  8 August 1992,"Pabellón Club Joventut, Badalona",31 from 31 countries,Single elimination tournament.,na,,,
258802,"Canadian Doubles, 500 metres, Men",2008 Summer Olympics,53,Canoe Sprint,/editions/53/sports/CSP,19 – 23 August 2008,"Shunyi Aolinpike Shuishang Gongyuan, Mapo, Shunyi",30 from 15 countries,na,na,,,
900021,"Glíma, Men",1912 Summer Olympics,6,Glíma,/editions/6/sports/GLM,15 July 1912 — 15:00,"Stockholms Olympiastadion, Stockholm",6 from 1 countries,na,na,,,
131470,"Bantamweight, Greco-Roman (≤57 kilograms), Men",1992 Summer Olympics,23,Wrestling,/editions/23/sports/WRE,28 – 30 July 1992,"Instituto Nacional de Educación Física de Cataluña (INEFC), Barcelona",19 from 19 countries,Two groups (A and B).  Double elimination tournament within each group.  Top five in each group advance to placement matches for 1st-10th place.,na,,,
18000769,"Air Rifle, 10 metres, Team, Mixed",2020 Summer Olympics,61,Shooting,/editions/61/sports/SHO,27 July 2021,"Asaka Shooting Range, Nerima, Tokyo",58 from 20 countries,na,na,,,
62233,"1,500 metres, Men",1980 Summer Olympics,20,Athletics,/editions/20/sports/ATH,30 July –  1 August 1980,"Bolshaya arena, Tsentralny stadion imeni V.I. Lenina, Moskva",40 from 29 countries,na,na,,,
108488,"Foil, Individual, Men",1988 Summer Olympics,22,Fencing,/editions/22/sports/FEN,20 – 21 September 1988,"Pen-sing Gyeong-ji-jang, Ol-lim-pik Gong-won, Seoul",68 from 29 countries,na,na,,,
260247,"Half-Lightweight (≤66 kilograms), Men",2008 Summer Olympics,53,Judo,/editions/53/sports/JUD,10 August 2008 — 12:00,"Beijing Keji Daxue Tiyuguan, Beijing",33 from 33 countries,"Two single-elimination pools, with winner of each pool advanced to the final. All judoka losing to the finalists in each pool advanced to repêchage pools, with the winners of the repêchage pools earning bronze medals.",na,,,
